duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
2993,2023-11-16,23423567,14403264,Self-schedule,5,Laboratory,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,4,Emilia Oen,"MERCY HOSPITAL, IOWA CITY, IOWA",Senior,96,13
2994,2024-07-25,15360106,6032820,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,4,Zak Gullick,J C BLAIR MEMORIAL HOSPITAL,Unknown,93,53
2995,2024-03-18,8132742,1777706,Patient Portal,7,Inpatient,Inpatient,System Issue,System duplicate creation,System/Interface,Resolved,Merge,10,Eustace Shaplin,"CASEY FAMILY MEDICAL CENTER, INC.",Adult,82,50
2996,2024-06-28,90422342,61997580,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,15,Sansone Egdell,"ST, MARY'S HOSPITAL",Senior,31,30
2997,2024-03-11,25933756,49052876,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Escalated,Pending,17,Claudia Gradley,"WILSON MEDICAL CENTER, INC.",Senior,94,11
2998,2023-11-15,6408550,32445809,Call Center,7,Inpatient,Inpatient,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,12,Walden Godsil,NORTH DAKOTA STATE HOSPITAL,Adult,100,50
2999,2025-03-03,78170699,79597177,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,3,Bambie Paladino,MOBERLY HOSPITAL COMPANY LLC,Adult,94,149
3000,2024-11-08,73950036,57434678,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,7,Jacynth Fussey,"ASCENSION VIA CHRISTI HOSPITAL PITTSBURG, INC.",Senior,42,6
3001,2023-09-25,6370860,97691050,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,14,Clemmy Dedam,HOME HEALTH SERVICES OF SUN COAST HOSPITAL,Pediatric,83,6
3002,2023-09-08,98523565,23755201,Self-schedule,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Pending Review,Pending,21,Addie Ajsik,EL CAMPO MEMORIAL HOSPITAL,Adult,90,24
3003,2024-06-25,8014790,15795736,Self-schedule,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Merge,2,Nobe Core,ADAMS COUNTY REGIONAL MEDICAL CENTER,Adult,44,13
3004,2025-11-13,53438894,80262945,Internal Registration,7,Inpatient,Inpatient,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,9,Ike Fogden,WEED ARMY COMMUNITY HOSPITAL,Adult,64,17
3005,2024-03-11,76008968,17908167,Patient Portal,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,14,Elka Pitkeathley,HOSPITAL AUTHORITY OF ALBANY-DOUGHERTY COUNTY GEORGIA,Adult,76,17
3006,2024-01-28,61578640,13763206,Self-schedule,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,In Progress,Pending,4,Martelle Oak,MCDOWELL APPALACHIAN REGIONAL HOSPITAL,Pediatric,81,9
3007,2025-11-30,87887744,42005656,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Split,13,Trista Schohier,SUTTER VALLEY HOSPITALS,Senior,98,8
3008,2024-12-18,26047278,38083298,External Interface,5,Laboratory,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,15,Shannon McIllrick,NOVAK FAMILY MEDICAL CENTER LLC,Pediatric,83,7
3009,2023-11-25,29171851,1865329,Internal Registration,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,12,Bayard Kahane,PROVIDENCE HOSPITAL,Adult,80,54
3010,2026-03-08,81067190,77608185,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,4,Brett Scoggans,HENDRICKS COUNTY HOSPITAL,Pediatric,86,120
3011,2025-07-29,29739914,22977765,Self-schedule,4,Specialty Clinics,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Merge,6,Alexander Lewing,INTERNATIONAL FALLS MEMORIAL HOSPITAL ASSOCIATION,Adult,87,14
3012,2024-04-18,48212049,15211612,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,2,Timmie Lindelof,"CUMBERLAND FAMILY MEDICAL CENTER, INC.",Pediatric,93,39
3013,2024-06-19,19685439,13436570,Emergency Department,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,6,Carleton Charlotte,"EAST TENNESSEE CHILDREN'S HOSPITAL PRIMARY CARE CENTER, INC.",Adult,98,34
3014,2025-01-11,74668600,52591531,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Split,7,Gillie McIlroy,KNOX COMMUNITY HOSPITAL,Senior,85,186
3015,2026-02-09,73490810,37995316,Internal Registration,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,2,Clementina Michiel,ROSEBUD IHS HOSPITAL PHARMACY,Adult,92,50
3016,2025-12-11,4352927,77225710,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,9,Roz Duffell,SPARROW IONIA HOSPITAL,Adult,100,13
3017,2026-05-03,97480361,98962,Referral,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,2,Valaree Strangeways,ST. LOUIS CHILDRENS HOSPITAL,Adult,92,16
3018,2026-01-12,3383954,59821849,Referral,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,10,Rafael Turbitt,"NORTHWESTERN MEDICAL CENTER, INC.",Pediatric,87,10
3019,2023-12-13,5262821,30856678,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,9,Wilhelmina Vivian,SOUND SHORE MEDICAL CENTER,Adult,74,23
3020,2025-08-03,56993441,85425075,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,1,Otha Wingatt,"PSG MID-CITIES MEDICAL CENTER, LLC",Adult,91,59
3021,2024-11-13,22785395,68060350,Referral,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,KND,5,Lucinda Bownde,COMMUNITY HOSPITALS OF INDIANA INC,Adult,95,57
3022,2024-08-11,13862432,4471409,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,11,Emeline Eborall,"CUMBERLAND FAMILY MEDICAL CENTER, INC.",Adult,36,35
3023,2023-10-04,48796758,70216506,Patient Portal,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,5,Ebony Walley,SMYTH COUNTY COMMUNITY HOSPITAL,Adult,98,16
3024,2023-09-15,49903156,81868906,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,15,Emeline Hotton,MISSISSIPPI COUNTY HOSPITAL SYSTEM,Adult,91,19
3025,2025-06-01,58533701,11116129,Referral,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,KND,4,Judi Hiddy,DALE MEDICAL CENTER,Adult,96,12
3026,2023-12-11,41475348,67481705,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,11,Elyssa Langrick,ST LUKE'S REGIONAL MEDICAL CENTER,Adult,86,17
3027,2023-11-10,39170539,65506689,Patient Portal,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,2,Arty Quin,"PRINCETON COMMUNITY HOSPITAL ASSN., INC",Adult,100,6
3028,2025-01-28,5654166,69966713,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,9,Morgan Curle,KELLER ARMY COMMUNITY HOSPITAL,Adult,88,32
3029,2025-07-31,81147299,25299878,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,5,Van Gaymer,"GOOD SAMARITAN MEDICAL CENTER, LLC",Senior,89,5
3030,2024-03-19,99527994,57291746,Self-schedule,8,Behavioral Health,Behavioral Health,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Split,14,Marve Starkey,"MORRIS SALES HOSPITAL SHOPPE, INC.",Senior,65,24
3031,2024-12-14,59268733,52189713,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,11,Augie Fairhall,CRAWFORD COUNTY MEMORIAL HOSPITAL,Adult,89,31
3032,2024-03-18,44579394,20300182,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,12,Roze Klimontovich,BROADLAWNS MEDICAL CENTER,Adult,92,23
3033,2023-12-30,37117500,38970983,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,1,Harcourt Weagener,NORTH BROWARD HOSPITAL DISTRICT,Senior,97,128
3034,2024-07-10,43017683,91341429,Emergency Department,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,5,Caesar Ehlerding,DERMATOLOGY DIVISION UNIVERSITY OF UTAH MEDICAL CENTER,Senior,89,20
3035,2024-05-15,30030898,90658519,Call Center,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,3,Laurence Furphy,ST JOSEPH MERCY HOSPITAL,Senior,88,38
3036,2024-12-09,14939191,61849197,Patient Portal,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,14,Adriane Robke,"MERCY MEDICAL CENTER-CLINTON, INC.",Adult,83,75
3037,2025-11-20,31290569,92422702,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,10,Web Dennett,KAISER FOUNDATION HOSPITALS,Adult,94,21
3038,2025-04-28,94807377,3643313,Internal Registration,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Pending Review,Pending,3,Geralda Brik,"CAMERON MEMORIAL COMMUNITY HOSPITAL, INC",Adult,84,59
3039,2023-10-26,98759850,21626457,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,10,Yancey Peak,WILLAMSBURG REGIONAL HOSPITAL,Senior,89,12
3040,2026-03-26,50156796,97841115,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,5,Alyss O'Corrigane,ADAMS COUNTY MEMORIAL HOSPITAL,Adult,91,10
3041,2024-08-03,46398468,3721003,Referral,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,2,Wade Drewell,SHRINERS HOSPITALS FOR CHILDREN-A COLORADO CORPORATION,Adult,83,14
3042,2025-10-03,62482176,89627409,Referral,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,5,Adrian Casoni,THE JEWISH HOME & HOSPITAL-BRONX DIVISION,Adult,80,19
3043,2024-11-06,14385492,98601597,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Pending Review,Pending,20,Stinky Yerborn,ST. MARTIN'S HOSPITALITY CENTER,Adult,87,12
3044,2025-05-19,3844953,93966754,Patient Portal,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,14,Phaedra Snoxill,CAROLINAS MEDICAL CENTER-NORTHEAST,Pediatric,81,71
3045,2024-01-17,9549112,40327845,Registration Kiosk,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,18,Windham Trippack,JOHN H STROGER JR HOSPITAL COOK COUNTY,Adult,95,56
3046,2025-11-26,49830546,29292265,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Leisha Waltho,MERCY HOSPITAL INC,Adult,46,57
3047,2025-02-11,76971929,88038898,Self-schedule,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,In Progress,Pending,6,Annabela Siddons,GRENADA LAKE MEDICAL CENTER,Adult,77,23
3048,2024-03-10,16041427,22820205,Emergency Department,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,14,Lissie Shilladay,"PERRY COUNTY MEDICAL CENTER, INC.",Pediatric,53,70
3049,2024-12-04,99836189,83905064,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,2,Daryl Leimster,REEVES COUNTY HOSPITAL DISTRICT,Senior,89,60
3050,2025-06-27,84839671,56831592,Internal Registration,6,Radiology,Ancillary,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,No Action Required,9,Carmine Whitcher,REGIONAL HOSPITAL OF SCRANTON,Adult,91,75
3051,2025-09-02,72107544,4199612,Internal Registration,5,Laboratory,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,9,Gaynor Beloe,"WELLSPRINGS MEDICAL CENTER, LLC",Adult,84,40
3052,2024-05-21,93221615,11586631,Self-schedule,6,Radiology,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,1,Tessi Isenor,SAINT JOSEPH HOSPITAL AT CREIGHTON MEDICAL CENTER,Adult,87,12
3053,2023-11-02,78414382,19380069,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,3,Marge Elintune,COMMUNITY MEDICAL CENTERS INC,Adult,87,61
3054,2024-08-26,55147315,16201799,Referral,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Pending Review,Pending,7,Lauryn Gircke,SOLDIERS & SAILORS MEMORIAL HOSPITAL,Pediatric,56,48
3055,2024-09-15,99624557,27865658,Call Center,8,Behavioral Health,Behavioral Health,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,13,Stormy Bennallck,OKANOGAN COUNTY PUBLIC HOSPITAL DIST NO 4,Adult,85,9
3056,2023-09-06,98522364,98642765,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,11,Krissy McKeowon,HUNTERDON MEDICAL CENTER,Adult,66,58
3057,2024-02-28,13379600,88932127,Call Center,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,KND,5,Mathian Chilver,MASSABESIC REGIONAL MEDICAL CENTER,Adult,99,200
3058,2025-06-21,71236275,77742941,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Split,3,Barb Ridoutt,RIVER BASIN MEDICAL CENTER,Adult,81,25
3059,2024-05-23,47938551,3393576,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,10,Elnar Grahl,WEED ARMY COMMUNITY HOSPITAL,Adult,98,19
3060,2024-07-29,66763931,160279,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,11,Sayres Copestick,PASTEUR & WELLMAX MEDICAL CENTERS LLC,Adult,40,21
3061,2023-12-13,53597724,89403257,Call Center,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,3,Elianore Grand,"W.A. FOOTE MEMORIAL HOSPITAL, INC",Adult,97,195
3062,2023-11-05,29426197,27394999,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Escalated,Pending,23,Gavin Ginner,CRETE AREA MEDICAL CENTER,Adult,99,152
3063,2024-10-20,12532733,45575494,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,15,Mala Osman,ASHLAND HOSPITAL COPORATION,Adult,88,40
3064,2025-06-02,35749075,78919863,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,15,Clare Durdy,CHILDREN'S HOSPITAL MEDICAL CENTER,Pediatric,83,21
3065,2025-06-28,50180910,50548991,Self-schedule,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,10,Rafferty Alessandone,PAM SPECIALTY HOSPITAL OF LAS VEGAS LLC,Adult,92,24
3066,2024-12-10,15077936,74638764,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,12,Ester Blaise,"ASCENSION VIA CHRISTI HOSPITAL PITTSBURG, INC",Adult,85,31
3067,2025-09-14,67014726,47910027,Call Center,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,12,Arri Guidotti,DELTA REGIONAL MEDICAL CENTER-WEST CAMPUS,Pediatric,94,11
3068,2025-03-25,4480600,51167525,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,4,Trumann Woolnough,ARCATA COMMUNITYLIFE MEDICAL CENTER,Adult,90,41
3069,2026-01-06,13229076,69581271,Internal Registration,1,Primary Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,7,Maje Vasilyevski,JOHN FITZGIBBON MEMORIAL HOSPITAL INC,Adult,67,97
3070,2023-10-28,24093975,78428160,Self-schedule,7,Inpatient,Inpatient,Registration Information,Duplicate registration attempt,Registration Process,In Progress,Pending,26,Genny Fielders,"WATAUGA MEDICAL CENTER, INC.",Adult,86,40
3071,2026-01-14,64542582,91016933,Emergency Department,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,14,Maribeth Hampe,BARNWELL COUNTY HOSPITAL,Adult,99,58
3072,2023-10-20,83760273,20283795,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,1,Vail Bingell,DUBOIS REGIONAL MEDICAL CENTER,Adult,80,5
3073,2025-10-03,86120322,98330205,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,5,Merrile Ramas,MEDICAL CENTER DIAGNOSTICS LLC,Adult,60,20
3074,2025-11-07,17626242,95633398,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,13,Cornela Horry,CHEROKEE MEDICAL CENTER,Pediatric,92,23
3075,2026-06-18,61589506,90555686,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,12,Giles Wearne,GREAT SMOKIES MEDICAL CENTER,Senior,58,70
3076,2023-11-09,73806458,44240815,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,8,Reinaldo Campagne,LIFE MEDICAL CENTER CORP,Pediatric,97,22
3077,2024-08-02,16533371,3144870,Call Center,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,7,Loise Drinnan,DUBOIS REGIONAL MEDICAL CENTER,Senior,83,20
3078,2024-08-24,2674907,97826159,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Split,15,Torrance Kaszper,"CITIZENS MEDICAL CENTER, INC.",Adult,92,36
